Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
08/13/2026 18:52:46,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:46,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.03221799999999997
08/13/2026 18:52:46,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,1338967744
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,14569472
08/13/2026 18:52:47,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
08/13/2026 18:52:47,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,1388
08/13/2026 18:52:47,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,0
08/13/2026 18:52:47,System.Runtime,dotnet.assembly.count ({assembly}),Metric,16
08/13/2026 18:52:47,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
08/13/2026 18:52:47,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,56
08/13/2026 18:52:47,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
08/13/2026 18:52:47,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,95
08/13/2026 18:52:47,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,560
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,248528
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,8184
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,302488
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:47,System.Runtime,dotnet.jit.compilation.time (s / 1 sec),Rate,0.006609200000000037
08/13/2026 18:52:47,System.Runtime,dotnet.timer.count ({timer}),Metric,0
08/13/2026 18:52:47,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,23
08/13/2026 18:52:47,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=user],Rate,1.109375
08/13/2026 18:52:47,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=system],Rate,0.046875
08/13/2026 18:52:47,System.Runtime,dotnet.process.memory.working_set (By),Metric,46329856
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,456
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,32
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,6288
08/13/2026 18:52:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:47,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:47,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.03298200000000007
08/13/2026 18:52:47,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,1417783576
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,14569472
08/13/2026 18:52:48,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
08/13/2026 18:52:48,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,387
08/13/2026 18:52:48,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,0
08/13/2026 18:52:48,System.Runtime,dotnet.assembly.count ({assembly}),Metric,16
08/13/2026 18:52:48,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
08/13/2026 18:52:48,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,56
08/13/2026 18:52:48,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
08/13/2026 18:52:48,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,93
08/13/2026 18:52:48,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,560
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,248528
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,8184
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,651224
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:48,System.Runtime,dotnet.jit.compilation.time (s / 1 sec),Rate,0.0031684000000000156
08/13/2026 18:52:48,System.Runtime,dotnet.timer.count ({timer}),Metric,0
08/13/2026 18:52:48,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,6
08/13/2026 18:52:48,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=user],Rate,1.15625
08/13/2026 18:52:48,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=system],Rate,0.015625
08/13/2026 18:52:48,System.Runtime,dotnet.process.memory.working_set (By),Metric,46272512
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,456
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,32
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,13560
08/13/2026 18:52:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:48,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:48,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.032915999999999945
08/13/2026 18:52:48,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,1404619520
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,14569472
08/13/2026 18:52:49,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
08/13/2026 18:52:49,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,1008
08/13/2026 18:52:49,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,0
08/13/2026 18:52:49,System.Runtime,dotnet.assembly.count ({assembly}),Metric,16
08/13/2026 18:52:49,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
08/13/2026 18:52:49,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,56
08/13/2026 18:52:49,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
08/13/2026 18:52:49,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,95
08/13/2026 18:52:49,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,560
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,248528
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,8184
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,297240
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:49,System.Runtime,dotnet.jit.compilation.time (s / 1 sec),Rate,0.005040899999999959
08/13/2026 18:52:49,System.Runtime,dotnet.timer.count ({timer}),Metric,0
08/13/2026 18:52:49,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,10
08/13/2026 18:52:49,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=user],Rate,1.015625
08/13/2026 18:52:49,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=system],Rate,0.015625
08/13/2026 18:52:49,System.Runtime,dotnet.process.memory.working_set (By),Metric,46288896
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,456
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,32
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,6192
08/13/2026 18:52:49,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:49,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:49,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.03129000000000004
08/13/2026 18:52:49,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,1422404928
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,14565376
08/13/2026 18:52:50,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
08/13/2026 18:52:50,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,0
08/13/2026 18:52:50,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,0
08/13/2026 18:52:50,System.Runtime,dotnet.assembly.count ({assembly}),Metric,16
08/13/2026 18:52:50,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
08/13/2026 18:52:50,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,55
08/13/2026 18:52:50,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
08/13/2026 18:52:50,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,93
08/13/2026 18:52:50,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,560
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,248528
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,8184
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,231664
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:50,System.Runtime,dotnet.jit.compilation.time (s / 1 sec),Rate,0
08/13/2026 18:52:50,System.Runtime,dotnet.timer.count ({timer}),Metric,0
08/13/2026 18:52:50,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,0
08/13/2026 18:52:50,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=user],Rate,1.15625
08/13/2026 18:52:50,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=system],Rate,0.03125
08/13/2026 18:52:50,System.Runtime,dotnet.process.memory.working_set (By),Metric,46288896
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,456
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,32
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,4800
08/13/2026 18:52:50,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:50,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:50,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.033560000000000034
08/13/2026 18:52:50,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,1393083600
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,14569472
08/13/2026 18:52:51,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
08/13/2026 18:52:51,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,42
08/13/2026 18:52:51,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,0
08/13/2026 18:52:51,System.Runtime,dotnet.assembly.count ({assembly}),Metric,16
08/13/2026 18:52:51,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
08/13/2026 18:52:51,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,56
08/13/2026 18:52:51,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
08/13/2026 18:52:51,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,94
08/13/2026 18:52:51,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,560
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,248528
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,8184
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,231632
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:51,System.Runtime,dotnet.jit.compilation.time (s / 1 sec),Rate,0.0004102000000000272
08/13/2026 18:52:51,System.Runtime,dotnet.timer.count ({timer}),Metric,0
08/13/2026 18:52:51,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,5
08/13/2026 18:52:51,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=user],Rate,0.953125
08/13/2026 18:52:51,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=system],Rate,0.03125
08/13/2026 18:52:51,System.Runtime,dotnet.process.memory.working_set (By),Metric,46292992
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,456
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,32
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,4800
08/13/2026 18:52:51,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:51,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:51,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.03072699999999995
08/13/2026 18:52:51,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,1404724224
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,14569472
08/13/2026 18:52:52,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
08/13/2026 18:52:52,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,0
08/13/2026 18:52:52,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,0
08/13/2026 18:52:52,System.Runtime,dotnet.assembly.count ({assembly}),Metric,16
08/13/2026 18:52:52,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
08/13/2026 18:52:52,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,57
08/13/2026 18:52:52,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
08/13/2026 18:52:52,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,94
08/13/2026 18:52:52,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,560
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,248528
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,8184
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,657256
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:52,System.Runtime,dotnet.jit.compilation.time (s / 1 sec),Rate,0
08/13/2026 18:52:52,System.Runtime,dotnet.timer.count ({timer}),Metric,0
08/13/2026 18:52:52,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,0
08/13/2026 18:52:52,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=user],Rate,0.96875
08/13/2026 18:52:52,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=system],Rate,0.03125
08/13/2026 18:52:52,System.Runtime,dotnet.process.memory.working_set (By),Metric,46284800
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,456
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,32
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,13704
08/13/2026 18:52:52,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:52,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:52,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.03255600000000003
08/13/2026 18:52:52,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,1421529360
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,14565376
08/13/2026 18:52:53,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
08/13/2026 18:52:53,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,230
08/13/2026 18:52:53,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,0
08/13/2026 18:52:53,System.Runtime,dotnet.assembly.count ({assembly}),Metric,16
08/13/2026 18:52:53,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
08/13/2026 18:52:53,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,54
08/13/2026 18:52:53,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
08/13/2026 18:52:53,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,93
08/13/2026 18:52:53,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,560
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,248528
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,8184
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,166752
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:53,System.Runtime,dotnet.jit.compilation.time (s / 1 sec),Rate,0.001962699999999984
08/13/2026 18:52:53,System.Runtime,dotnet.timer.count ({timer}),Metric,0
08/13/2026 18:52:53,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,6
08/13/2026 18:52:53,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=user],Rate,1.09375
08/13/2026 18:52:53,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=system],Rate,0.015625
08/13/2026 18:52:53,System.Runtime,dotnet.process.memory.working_set (By),Metric,46301184
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,456
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,32
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,3384
08/13/2026 18:52:53,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:53,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:53,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.032452999999999954
08/13/2026 18:52:53,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,1386143872
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,14569472
08/13/2026 18:52:54,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
08/13/2026 18:52:54,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,1125
08/13/2026 18:52:54,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,0
08/13/2026 18:52:54,System.Runtime,dotnet.assembly.count ({assembly}),Metric,16
08/13/2026 18:52:54,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
08/13/2026 18:52:54,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,56
08/13/2026 18:52:54,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
08/13/2026 18:52:54,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,93
08/13/2026 18:52:54,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,560
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,248528
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,8184
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,504936
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:54,System.Runtime,dotnet.jit.compilation.time (s / 1 sec),Rate,0.003620599999999974
08/13/2026 18:52:54,System.Runtime,dotnet.timer.count ({timer}),Metric,0
08/13/2026 18:52:54,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,15
08/13/2026 18:52:54,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=user],Rate,1.015625
08/13/2026 18:52:54,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=system],Rate,0.03125
08/13/2026 18:52:54,System.Runtime,dotnet.process.memory.working_set (By),Metric,46374912
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,456
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,32
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,10392
08/13/2026 18:52:54,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,0
08/13/2026 18:52:54,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:54,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.03285500000000008
08/13/2026 18:52:54,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,1404993184
08/13/2026 18:52:55,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,14569472
08/13/2026 18:52:55,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
08/13/2026 18:52:55,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,1071
08/13/2026 18:52:55,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,0
08/13/2026 18:52:55,System.Runtime,dotnet.assembly.count ({assembly}),Metric,16
08/13/2026 18:52:55,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
08/13/2026 18:52:55,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,56
08/13/2026 18:52:55,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
08/13/2026 18:52:55,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,95
08/13/2026 18:52:55,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
08/13/2026 18:52:55,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,560
08/13/2026 18:52:55,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,248528
